	"rsem_out/AK-1_S27.R1.cutadapt.genes.results"	"rsem_out/AK-23_S1.R1.cutadapt.genes.results"	"rsem_out/AK-24_S2.R1.cutadapt.genes.results"	"rsem_out/AK-25_S3.R1.cutadapt.genes.results"	"rsem_out/AK-26_S4.R1.cutadapt.genes.results"	"rsem_out/AK-27_S5.R1.cutadapt.genes.results"	"rsem_out/AK-28_S6.R1.cutadapt.genes.results"	"rsem_out/AK-29_S7.R1.cutadapt.genes.results"	"rsem_out/AK-2_S28.R1.cutadapt.genes.results"	"rsem_out/AK-30_S8.R1.cutadapt.genes.results"	"rsem_out/AK-31_S9.R1.cutadapt.genes.results"	"rsem_out/AK-32_S10.R1.cutadapt.genes.results"	"rsem_out/AK-33_S11.R1.cutadapt.genes.results"	"rsem_out/AK-34_S12.R1.cutadapt.genes.results"	"rsem_out/AK-35_S13.R1.cutadapt.genes.results"	"rsem_out/AK-36_S14.R1.cutadapt.genes.results"	"rsem_out/AK-37_S15.R1.cutadapt.genes.results"	"rsem_out/AK-38_S16.R1.cutadapt.genes.results"	"rsem_out/AK-39_S17.R1.cutadapt.genes.results"	"rsem_out/AK-40_S18.R1.cutadapt.genes.results"	"rsem_out/AK-41_S19.R1.cutadapt.genes.results"	"rsem_out/AK-42_S20.R1.cutadapt.genes.results"	"rsem_out/AK-43_S21.R1.cutadapt.genes.results"	"rsem_out/AK-44_S22.R1.cutadapt.genes.results"	"rsem_out/AK-45_S23.R1.cutadapt.genes.results"	"rsem_out/AK-46_S24.R1.cutadapt.genes.results"	"rsem_out/AK-47_S25.R1.cutadapt.genes.results"	"rsem_out/AK-48_S26.R1.cutadapt.genes.results"	"rsem_out/AK-4_S29.R1.cutadapt.genes.results"	"rsem_out/AK-5_S30.R1.cutadapt.genes.results"	"rsem_out/SHC-17_S13.R1.cutadapt.genes.results"	"rsem_out/SHC-18_S14.R1.cutadapt.genes.results"	"rsem_out/Undetermined_S0.R1.cutadapt.genes.results"
"GBI_05925"	43.61	68.85	29.55	71.78	57.43	83.28	101.10	46.56	107.20	186.47	58.19	78.16	51.77	107.72	96.84	42.80	61.23	94.40	76.11	66.62	108.12	137.32	60.56	79.84	77.09	66.70	95.60	193.06	48.24	0.00	130.02	104.78	78.67
"GBI_05927"	99.44	0.00	156.26	286.85	262.47	25.95	34.42	230.91	124.74	4.56	194.93	252.60	297.21	4.92	7.12	412.31	22.91	155.10	294.87	205.56	8.24	74.02	23.54	191.52	188.21	266.98	6.00	66.90	314.86	0.00	2.25	73.56	179.03
"GBI_05928"	10.82	0.00	50.18	92.69	52.50	18.61	33.16	25.14	21.56	14.01	25.67	94.46	45.17	11.04	21.68	16.62	13.21	52.53	88.07	57.61	7.83	34.99	11.34	46.23	82.94	47.16	12.44	28.78	39.84	0.00	7.90	39.50	39.08
"GBI_05929"	102.16	155.83	113.93	95.28	69.46	190.11	271.34	83.76	149.68	140.60	44.87	89.16	43.48	127.48	303.51	30.27	133.37	79.78	78.79	70.65	164.36	102.65	115.59	49.46	97.93	57.66	90.05	141.74	113.09	0.00	165.02	108.35	102.45
"GBI_05930"	0.45	0.00	0.00	2.25	2.33	0.00	0.00	1.72	0.00	101.53	0.77	0.00	0.50	2.42	0.00	2.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.76	0.00	0.00	52.29	1.34	1.66
"GBI_05931"	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	1.63	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00
"GBI_05932"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.55	0.00	4.19	0.00	0.00
"GBI_05933"	0.00	0.00	0.00	0.00	0.00	1.39	0.00	6.57	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.65	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.32
"GBI_05934"	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.56	0.00	0.00	0.00	0.00	0.00	0.35	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.43	0.00
"GBI_05935"	15.88	0.00	0.00	0.00	0.36	0.00	0.94	0.00	0.59	0.87	2.07	0.00	0.00	0.00	0.00	0.26	29.74	1.65	0.00	0.00	0.00	0.95	30.18	0.00	0.00	0.00	2.30	0.00	0.00	0.00	0.57	6.78	4.53
"GBI_05936"	0.00	0.00	0.00	0.27	1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.81	0.25	0.00	0.00	0.72	0.00	0.00	1.42	0.00	0.00	0.00	0.00	0.00	0.89	0.81	0.00	0.00	0.23	0.00	0.00	0.15	0.52
"GBI_05937"	95.19	0.00	62.40	70.99	86.32	67.50	110.33	41.59	103.65	70.31	39.58	87.99	80.67	68.24	111.73	31.33	100.82	79.04	77.82	71.26	78.51	64.25	88.62	106.06	69.16	77.62	44.52	65.95	112.88	0.00	66.04	58.46	66.92
"GBI_05938"	604.95	418.88	245.00	360.96	464.03	1400.30	548.73	490.79	1004.12	156.76	338.04	411.68	422.28	3154.47	684.90	403.56	834.00	405.71	374.79	447.27	1581.89	1173.54	663.04	565.61	481.91	479.90	3484.12	1002.79	621.81	1882.15	169.98	401.88	652.87
"GBI_05939"	43.39	0.00	41.37	30.88	35.65	19.61	41.00	39.87	28.53	153.76	39.29	37.87	32.10	27.31	44.13	39.41	100.14	47.74	41.37	39.60	46.84	21.99	61.94	56.08	34.85	42.39	22.23	33.35	44.86	0.00	99.74	26.14	46.95
"GBI_05940"	13.71	0.00	116.38	73.27	119.51	4.14	8.24	41.07	9.88	4.67	45.66	68.74	79.60	3.66	6.90	9.29	13.64	35.66	80.87	106.68	1.53	8.58	10.03	50.18	48.76	84.49	4.47	8.69	62.85	0.00	1.39	15.35	46.45
"GBI_05941"	214.18	0.00	42.87	69.50	53.59	58.94	127.46	133.07	103.64	80.44	69.12	50.51	50.04	51.21	89.11	288.66	280.23	102.02	48.28	72.10	161.41	93.92	202.13	125.32	64.89	54.32	82.26	126.30	75.06	0.00	72.94	70.60	103.75
"GBI_05942"	70.31	0.00	74.43	59.54	106.00	37.06	112.41	229.28	130.91	323.81	101.88	175.42	144.47	72.55	332.55	69.87	35.83	190.60	152.97	170.81	88.21	274.27	95.88	156.48	153.85	174.40	28.57	420.80	141.35	0.00	104.16	98.59	144.18
"GBI_05943"	139.61	0.00	0.00	11.44	17.25	52.80	2.24	4.25	10.74	80.28	11.48	3.42	2.45	52.15	6.91	0.40	62.71	6.80	4.91	9.76	57.40	6.98	55.65	4.69	28.03	14.05	60.02	49.06	5.34	0.00	113.80	230.55	28.43
"GBI_05944"	81.47	0.00	77.90	62.96	41.86	22.37	63.18	171.24	46.28	30.79	66.11	41.44	49.71	36.61	59.68	260.62	226.96	69.95	45.58	74.74	118.42	43.94	191.29	70.94	38.98	49.03	84.76	48.77	53.16	0.00	28.87	25.54	86.88
"GBI_05945"	0.87	0.00	0.00	5.06	7.49	35.09	1.16	1.38	1.70	18.38	2.20	5.71	3.99	8.53	1.35	6.01	0.29	4.36	6.62	4.39	17.54	3.51	0.45	3.01	5.84	4.79	7.57	2.70	5.56	0.00	12.42	1.02	4.53
"GBI_05946"	0.00	0.00	0.00	1.81	0.00	53.13	3.92	5.57	7.36	190.49	0.00	3.59	1.60	15.67	0.00	0.00	1.97	1.37	0.00	4.13	26.25	9.16	1.50	1.44	2.35	1.33	38.26	0.00	0.00	0.00	67.94	3.25	9.41
"GBI_05947"	0.41	0.00	0.00	0.00	2.92	8.16	2.17	0.00	0.00	13.57	0.00	1.66	1.33	2.16	0.63	2.35	1.09	1.14	2.52	0.38	12.69	1.81	0.21	2.40	2.28	2.23	7.93	2.74	3.39	0.00	8.91	1.80	0.74
"GBI_05948"	0.00	0.00	0.00	0.00	6.11	16.12	0.00	0.00	0.00	4.95	0.00	1.63	2.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.96	1.79	0.00	0.00	0.00	1.81	0.00	3.38	2.39	0.00	0.00	2.22	1.84
"GBI_05949"	61.07	82.15	102.11	101.41	77.33	46.83	63.40	81.46	139.24	143.30	83.50	105.92	86.48	33.22	53.39	68.79	47.84	139.54	114.34	74.96	49.80	179.80	44.70	101.56	99.13	75.84	26.96	317.81	61.35	0.00	97.42	98.59	89.90
"GBI_05950"	159.43	0.00	62.75	55.75	43.01	99.73	78.48	74.19	881.39	51.74	112.68	56.24	44.36	113.17	80.85	59.91	391.96	249.26	50.38	84.79	215.53	711.73	296.63	77.40	70.49	54.78	257.41	1700.19	78.45	0.00	43.04	223.43	190.47
"GBI_05951"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_05953"	959.75	0.00	117.96	60.81	41.13	71.31	199.50	119.61	228.91	195.06	36.74	65.62	75.48	116.83	218.32	60.46	384.03	67.40	73.34	68.90	127.36	108.64	364.16	78.90	91.79	63.89	221.84	121.52	176.92	0.00	236.04	54.61	163.51
"GBI_05954"	46.54	169.46	0.00	47.50	47.53	49.93	44.83	38.63	38.90	22.20	42.05	40.49	43.82	20.25	39.72	38.24	31.70	45.87	48.46	44.77	37.19	68.16	36.36	52.93	39.20	36.55	19.02	66.23	41.62	0.00	25.06	61.95	36.35
"GBI_05955"	3.88	0.00	0.00	3.92	2.25	42.52	4.53	6.46	15.40	1.50	39.90	7.73	3.46	32.04	9.29	0.88	1.64	50.45	5.27	1.83	32.20	22.75	1.74	52.44	5.45	2.66	33.16	6.09	5.51	0.00	0.99	39.00	8.59
"GBI_05956"	177.90	341.68	207.69	111.09	101.50	120.00	550.95	358.95	253.90	68.11	93.93	104.77	112.83	247.05	611.60	218.20	135.05	138.93	95.78	130.88	258.65	200.07	143.89	147.01	142.18	135.14	266.43	207.91	137.69	1023.51	68.65	136.67	163.25
"GBI_05957"	121.48	0.00	232.30	152.75	100.99	0.00	0.00	0.00	0.00	0.00	65.52	131.59	108.92	0.00	0.00	5.40	0.00	105.08	178.28	90.52	0.00	74.74	0.00	163.06	54.68	71.02	0.00	142.61	131.85	0.00	0.00	79.00	0.00
"GBI_05958"	19.42	0.00	38.11	81.64	53.11	55.10	52.45	26.48	29.09	50.78	25.27	99.80	95.41	41.92	47.25	30.28	22.66	41.25	84.01	51.45	42.63	29.58	18.35	48.68	81.62	44.72	50.44	27.87	73.77	0.00	36.26	27.89	49.01
"GBI_05959"	99.21	255.07	37.30	49.45	39.87	58.79	61.02	33.44	41.51	84.43	42.46	49.52	46.09	42.79	46.08	40.95	178.29	40.58	51.63	46.51	71.18	41.03	142.48	37.33	48.64	41.66	76.56	40.09	58.29	0.00	95.91	40.62	66.91
"GBI_05960"	96.79	245.26	269.02	439.78	249.86	285.23	289.45	110.86	226.73	164.35	64.69	431.49	336.75	361.86	247.01	43.86	113.15	106.06	445.15	173.44	229.91	222.18	126.57	95.83	449.72	177.65	188.53	285.23	328.32	0.00	140.92	149.25	214.69
"GBI_05961"	58.04	99.36	43.59	23.90	21.82	23.42	26.29	55.68	53.52	10.93	26.78	29.20	17.77	8.68	27.02	129.51	30.17	46.92	26.72	32.44	21.87	41.22	28.57	45.37	26.41	29.04	9.48	52.16	40.51	0.00	8.72	26.18	32.62
"GBI_05962"	41.69	0.00	41.67	42.94	18.12	52.34	129.79	49.97	100.79	60.02	29.98	43.13	31.90	32.74	110.17	21.54	48.44	68.97	47.95	30.94	92.87	108.85	46.86	44.71	53.79	23.54	46.36	160.49	26.01	0.00	50.82	60.18	45.26
"GBI_05963"	1.34	0.00	0.00	0.00	0.00	2.70	35.79	47.13	40.34	2.49	0.00	0.00	0.00	0.00	116.14	0.00	4.51	1.25	0.00	0.00	0.00	40.11	1.71	0.00	0.00	0.61	4.37	46.43	0.00	0.00	1.64	0.25	8.61
"GBI_05964"	0.00	0.00	0.00	0.00	2.35	0.00	0.00	0.00	0.00	92.38	0.00	0.00	1.25	0.00	0.00	1.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.14	0.42	1.05
"GBI_05965"	3.53	273.39	239.86	3.22	17.71	265.33	10.69	11.65	841.44	788.38	71.58	6.74	6.98	178.44	12.39	1.71	9.06	82.77	5.85	3.34	92.62	727.12	7.48	3.26	2.65	4.74	257.71	1440.73	4.50	0.00	700.69	187.32	110.61
"GBI_05966"	115.93	0.00	20.93	39.09	39.91	57.55	255.86	92.66	251.12	99.20	93.02	37.72	29.85	111.83	222.43	71.39	108.46	183.92	34.10	40.55	103.59	207.26	103.36	215.97	29.72	34.00	46.05	243.01	40.67	1286.37	84.17	168.33	89.58
"GBI_05967"	193.32	0.00	36.26	52.67	36.62	61.66	106.81	68.38	82.58	91.49	36.26	54.30	46.22	51.56	114.63	60.60	292.05	55.83	54.52	44.37	88.05	53.77	326.96	48.12	53.39	39.68	34.78	71.27	78.17	0.00	72.52	55.41	101.69
"GBI_05968"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_05969"	0.00	0.00	0.00	4.38	0.00	0.00	0.00	0.00	0.00	2.93	0.00	0.97	2.59	0.00	0.00	0.00	0.00	0.00	1.22	0.00	0.00	0.00	0.00	0.00	36.02	0.00	0.00	0.00	0.00	0.00	3.85	0.00	3.26
"GBI_05970"	15.95	0.00	0.00	8.93	11.40	27.28	4.37	7.23	46.38	2.92	97.82	10.42	13.94	13.41	2.99	0.82	11.01	209.49	12.19	17.23	7.17	129.05	10.22	29.64	14.65	16.91	11.20	51.05	8.81	0.00	1.15	151.12	31.13
"GBI_05971"	22.06	0.00	27.19	20.32	35.93	18.18	19.55	48.23	63.26	23.29	37.18	32.08	34.01	27.05	22.47	23.35	13.47	25.30	23.23	40.15	35.10	58.02	13.19	26.08	34.57	52.07	41.28	53.65	34.67	0.00	17.82	20.07	32.55
"GBI_05972"	18.54	0.00	0.00	6.07	0.00	0.00	9.86	0.00	4.12	6.44	5.14	0.00	1.34	0.00	7.62	0.00	12.50	14.96	5.08	2.32	0.00	12.09	13.56	2.42	3.94	2.24	0.00	0.00	1.47	0.00	2.89	4.55	4.34
"GBI_05973"	62.79	0.00	0.00	5.15	3.66	2.39	14.19	34.86	14.84	0.73	6.46	1.94	1.95	0.00	11.02	0.00	18.78	18.85	1.23	1.68	0.00	22.24	26.10	3.50	1.42	5.41	0.00	2.00	7.77	0.00	0.00	5.27	9.78
"GBI_05974"	0.00	0.00	0.00	2.32	5.77	79.27	2.50	0.00	70.57	2.32	284.78	2.30	6.16	85.14	4.35	0.00	1.26	314.11	2.91	26.50	104.85	342.53	0.00	17.56	2.25	0.00	91.69	12.68	2.24	0.00	3.05	1240.82	49.88
"GBI_05975"	0.00	0.00	0.00	2.28	1.42	11.11	2.46	0.00	33.07	0.00	169.73	0.75	0.50	0.00	0.00	0.33	0.00	160.71	0.00	4.34	0.00	19.31	0.00	2.72	1.48	0.00	0.00	1.55	0.55	0.00	0.00	148.66	18.56
"GBI_05976"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.19	0.00	39.59	0.36	0.00	0.00	0.00	0.00	0.00	15.43	0.00	0.42	0.00	5.57	0.00	0.44	0.00	0.41	0.00	0.00	0.00	0.00	0.00	15.64	2.04
"GBI_05977"	232.85	684.94	177.06	115.48	128.02	48.82	129.77	205.61	107.36	186.95	137.35	118.40	107.32	64.56	121.31	268.44	80.74	153.77	118.01	140.92	152.90	114.80	78.51	181.15	101.10	126.78	99.48	116.10	118.98	0.00	164.67	106.05	132.69
"GBI_05978"	0.00	0.00	0.00	4.07	6.76	0.00	0.00	0.00	0.00	782.54	0.00	4.05	0.00	0.00	0.00	2.40	0.00	0.00	3.41	0.00	0.00	0.00	0.00	1.63	7.95	0.00	0.00	0.00	0.00	0.00	875.01	6.74	27.33
"GBI_05979"	4.01	0.00	0.00	25.05	12.71	0.35	0.23	0.00	3.58	12.72	0.14	25.67	16.18	0.45	0.13	0.69	2.06	2.39	17.63	6.28	6.49	0.54	1.92	0.25	16.69	2.68	0.00	2.59	14.49	0.00	9.19	0.44	8.46
"GBI_05980"	2.79	0.00	23.71	40.07	28.01	1.31	0.50	0.71	2.57	3.92	0.23	32.77	18.89	0.99	0.50	1.45	2.58	4.19	24.63	9.11	10.61	1.71	1.89	0.37	28.63	6.57	0.00	2.44	18.69	0.00	3.56	1.03	8.50
"GBI_05981"	1332.97	0.00	161.80	115.98	105.99	155.99	276.61	219.36	210.38	64.97	148.27	79.50	107.72	286.57	440.58	231.05	1601.36	132.80	111.12	130.52	633.41	193.59	1321.05	159.06	112.78	127.33	900.40	279.15	143.93	0.00	97.97	147.11	433.98
"GBI_05983"	0.60	0.00	0.00	5.61	1.24	1.21	0.00	0.00	0.00	0.00	0.25	2.95	2.97	0.00	0.00	1.31	0.00	0.85	4.05	1.71	0.00	0.00	0.00	0.30	6.53	2.48	0.00	0.00	1.08	0.00	0.00	0.22	0.55
"GBI_05984"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_05985"	186.37	643.77	123.31	37.57	31.80	72.52	222.56	155.91	31.06	140.74	49.15	41.43	30.63	40.68	225.80	252.19	564.49	52.14	43.05	50.31	227.39	33.19	545.55	49.51	57.11	44.11	131.83	27.87	59.27	0.00	115.62	42.22	149.99
"GBI_05986"	0.29	0.00	0.00	20.52	15.51	4.70	3.12	2.50	4.15	0.54	4.54	16.61	15.88	5.46	0.90	0.11	0.39	2.60	22.68	9.66	5.22	2.61	0.07	4.91	15.14	12.31	0.95	0.00	26.36	0.00	0.48	3.62	8.44
"GBI_05987"	9.21	0.00	0.00	7.29	1.35	0.00	0.00	0.00	0.00	1.63	4.39	8.25	2.76	0.00	0.00	1.91	13.24	1.58	4.35	6.34	0.00	0.00	2.69	4.15	3.37	5.37	0.00	0.00	3.02	0.00	1.07	1.56	3.86
"GBI_05988"	0.93	0.00	0.00	3.48	0.96	0.00	0.00	1.78	0.00	0.00	0.78	0.51	0.34	0.00	0.00	0.45	0.00	0.00	0.97	1.76	0.00	0.00	0.00	0.00	0.50	2.57	0.00	0.00	1.49	0.00	0.00	0.00	0.57
"GBI_05989"	4.14	0.00	0.00	0.00	0.00	1.39	2.76	1.97	1.15	1.28	0.00	0.56	1.89	3.68	20.30	0.00	92.86	3.56	1.07	0.33	23.14	0.92	31.11	0.68	2.49	0.63	15.74	0.58	0.83	0.00	0.56	0.38	8.23
"GBI_05990"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.76	0.00	0.88	0.00	0.00	0.00	0.00	0.00	0.00	7.87	0.00	1.98	0.00	1.88	0.00	14.50	0.84	0.96	0.00	0.00	0.00	0.00	0.00	2.33	0.00
"GBI_05991"	38.20	0.00	0.00	3.06	0.85	3.31	1.10	4.69	2.06	2.04	2.76	1.34	0.00	0.00	5.72	0.00	19.10	5.39	1.27	0.39	0.00	1.47	1.26	0.00	0.00	0.00	0.00	0.00	2.95	0.00	0.00	1.37	3.01
"GBI_05992"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_05993"	1.98	0.00	22.39	75.83	32.88	35.02	39.09	50.18	9.57	7.68	22.83	43.06	48.52	2.11	18.78	1.00	2.85	21.15	70.22	51.06	9.43	6.36	1.83	15.82	45.03	47.67	2.58	9.14	25.33	0.00	15.02	18.99	23.77
"GBI_05999"	0.00	0.00	0.00	21.58	18.85	0.00	0.00	8.73	0.00	0.00	13.84	18.76	13.07	0.00	2.84	0.00	0.00	3.44	24.68	26.83	0.00	1.64	0.47	4.53	21.36	15.92	0.00	0.00	2.20	0.00	0.00	0.68	11.80
"GBI_06001"	0.00	0.00	0.00	19.13	11.40	0.00	0.00	2.75	0.00	0.00	3.64	3.94	5.81	0.00	0.00	0.00	0.32	0.00	2.49	5.46	0.00	0.00	0.00	1.90	0.77	3.97	0.00	0.00	2.31	0.00	0.00	0.18	3.54
"GBI_06002"	0.00	0.00	41.35	21.48	32.12	0.98	0.00	0.00	1.63	0.00	6.75	7.97	12.57	1.30	0.00	0.00	0.45	0.91	12.86	20.48	1.09	0.44	0.68	5.29	5.48	19.18	0.00	0.00	8.73	0.00	0.00	2.16	8.04
"GBI_06003"	21.95	0.00	222.94	110.28	160.07	465.03	80.66	18.56	64.62	803.69	189.24	91.15	200.86	3977.22	47.91	3.81	130.03	39.75	24.27	117.87	918.96	64.70	121.05	11.30	252.45	255.45	2896.19	17.43	153.36	0.00	430.31	11.66	222.70
"GBI_06005"	80.62	0.00	32.76	28.68	18.59	39.60	60.13	47.32	46.86	45.54	27.79	33.97	28.90	25.40	54.06	64.73	124.80	36.92	38.10	29.80	59.50	44.96	149.44	28.64	38.45	23.21	14.02	74.45	29.52	0.00	30.94	29.76	56.56
"GBI_06006"	9.84	0.00	0.00	9.67	17.92	4.60	1.83	13.49	24.49	82.50	4.80	11.98	13.31	6.11	2.12	30.80	0.62	4.29	5.45	10.38	1.02	6.34	0.70	18.98	10.11	17.18	2.98	3.09	27.07	0.00	34.79	2.88	10.29
"GBI_06007"	0.00	0.00	0.00	3.01	0.00	0.00	0.00	0.00	8.85	0.75	5.09	6.44	11.31	0.00	0.00	0.00	0.41	1.71	6.90	17.07	0.00	1.09	0.31	1.80	9.75	17.93	0.00	1.03	0.00	0.00	0.00	0.22	1.11
"GBI_06008"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.67	0.00	0.00
"GBI_06009"	0.00	0.00	0.00	22.85	5.99	0.00	0.00	0.00	1.63	0.00	1.63	11.92	14.51	0.00	0.00	0.00	0.00	0.00	2.01	6.42	0.00	0.00	2.03	0.00	4.68	8.87	0.00	0.00	12.80	0.00	0.00	0.00	3.57
"GBI_06010"	0.00	0.00	0.00	61.84	56.45	0.00	0.00	28.75	0.00	0.00	0.00	34.97	30.22	0.00	0.00	0.00	0.00	2.36	15.61	61.55	0.00	0.00	0.00	4.97	12.11	57.13	0.00	0.00	33.30	0.00	0.00	0.94	20.87
"GBI_06011"	0.00	0.00	0.00	0.00	11.22	0.00	0.00	0.00	0.00	0.00	1.64	8.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.71	0.00	0.00	0.00	3.46
"GBI_06012"	0.00	847.00	61.93	0.45	14.27	0.00	0.00	5.55	0.00	253.62	0.92	0.00	2.40	0.00	0.00	5.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.00	227.34	2.70	7.70
"GBI_06013"	0.00	0.00	0.00	48.71	42.25	0.00	0.00	0.00	0.00	0.00	6.07	19.94	37.00	0.00	0.00	0.00	0.00	1.32	29.14	31.86	0.00	0.00	0.72	2.78	19.22	55.21	0.00	0.00	4.26	0.00	0.00	0.52	13.45
"GBI_06014"	82.70	0.00	0.00	35.52	32.16	13.42	33.09	63.46	80.09	35.15	41.82	58.66	46.03	12.72	23.60	148.63	20.42	47.43	36.50	33.31	17.04	42.37	20.39	52.48	39.24	38.83	9.31	49.12	66.93	0.00	17.45	30.23	40.44
"GBI_06015"	9.97	0.00	23.19	30.23	43.37	20.89	20.07	30.15	38.14	40.31	48.43	31.40	47.71	20.41	15.86	9.81	6.46	19.08	25.88	40.67	8.55	21.85	6.79	24.16	35.35	60.06	27.58	15.23	45.55	0.00	17.67	9.14	32.71
"GBI_06016"	128.52	131.99	82.38	143.12	99.39	165.82	180.32	129.34	106.43	94.28	121.87	160.66	121.48	123.72	185.09	173.36	135.80	191.75	151.12	125.16	191.81	181.19	172.28	167.90	151.03	124.50	68.10	250.70	78.38	0.00	81.31	193.60	139.04
"GBI_06017"	29.85	0.00	0.00	15.40	15.19	1.35	3.58	12.75	6.17	7.90	3.38	26.32	27.96	0.00	5.19	73.90	25.33	3.77	18.74	7.60	6.00	3.30	33.50	2.32	15.62	11.35	4.37	3.40	31.66	0.00	12.82	0.74	19.69
"GBI_06018"	117.23	71.29	41.71	36.52	32.43	22.74	143.08	65.85	107.01	283.64	60.76	34.28	27.35	43.59	132.15	61.73	101.53	90.83	30.91	38.36	61.49	58.42	90.42	108.14	30.80	30.05	57.21	70.64	39.61	0.00	260.65	90.73	66.34
"GBI_06019"	69.80	0.00	0.00	6.05	11.95	0.00	0.00	4.66	0.00	16.20	2.10	15.92	10.43	0.00	0.00	0.00	0.35	1.63	7.23	4.38	0.00	1.20	0.00	4.64	8.64	10.32	0.00	1.73	12.34	0.00	9.70	3.70	2.20
"GBI_06020"	40.39	0.00	47.61	18.83	24.57	16.36	22.10	23.48	24.38	43.11	16.73	17.90	14.78	16.46	17.80	16.58	37.30	23.53	17.28	18.55	18.17	16.54	33.86	19.67	15.32	17.85	21.01	12.32	32.18	0.00	31.04	16.96	22.38
"GBI_06021"	5.35	0.00	0.00	10.17	18.08	2.67	5.71	8.84	15.91	16.94	7.80	13.57	7.77	2.36	4.45	10.36	4.63	9.75	13.97	13.79	8.89	7.51	7.14	19.67	10.13	12.15	4.64	10.84	16.39	0.00	7.06	6.40	10.30
"GBI_06022"	0.00	0.00	43.73	0.32	3.45	0.00	0.00	2.45	0.00	83.66	0.00	0.00	0.57	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	49.89	1.05	4.25
"GBI_06023"	18.63	0.00	0.00	37.46	39.38	6.12	17.61	46.14	42.79	18.81	40.05	44.72	40.84	10.65	15.55	110.75	18.44	36.04	42.70	36.10	10.58	32.28	17.14	52.83	40.04	54.07	7.71	31.89	36.98	0.00	8.16	17.16	37.42
"GBI_06024"	73.70	0.00	55.27	117.27	64.35	25.85	60.34	25.89	28.41	77.18	17.00	130.49	95.82	34.06	70.76	13.70	58.72	36.07	120.78	40.22	52.52	24.19	50.98	31.35	115.36	37.95	27.74	29.16	86.19	0.00	78.65	33.95	55.69
"GBI_06025"	362.60	449.71	164.16	10.92	13.37	206.79	194.83	124.44	86.51	128.54	31.62	16.69	29.74	182.00	217.81	27.25	295.81	67.13	25.12	27.47	169.60	70.98	357.44	52.16	28.94	17.58	107.75	79.93	24.46	0.00	183.25	42.63	120.07
"GBI_06026"	2.92	0.00	0.00	34.94	26.81	0.00	0.00	2.78	0.00	0.00	11.29	27.30	20.62	0.00	0.37	4.24	0.64	4.11	26.64	13.85	0.00	2.09	0.60	8.38	22.76	17.67	0.00	0.00	5.24	0.00	0.00	1.95	10.20
